channel_name,post_id,post_datetime,current_views,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Data Science. SQL hub,17275,2025-01-14 15:05:06,6800,2364.0 (34.76%),582.0 (8.56%),770.0 (11.32%),309.0 (4.54%),923.0 (13.57%),453.0 (6.66%),233.0 (3.43%),111.0 (1.63%),77.0 (1.13%),85.0 (1.25%),194.0 (2.85%),71.0 (1.04%),428.0 (6.29%),114.0 (1.68%),54.0 (0.79%),32.0 (0.47%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
karpov.courses,17274,2025-01-14 14:24:58,9940,3575.0 (35.97%),557.0 (5.6%),1036.0 (10.42%),1123.0 (11.3%),290.0 (2.92%),259.0 (2.61%),243.0 (2.44%),1234.0 (12.41%),246.0 (2.47%),392.0 (3.94%),412.0 (4.14%),113.0 (1.14%),71.0 (0.71%),142.0 (1.43%),126.0 (1.27%),121.0 (1.22%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17276,2025-01-14 12:32:55,2238,1833.0 (81.9%),147.0 (6.57%),152.0 (6.79%),106.0 (4.74%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Simulative,17273,2025-01-14 12:29:01,1983,1001.0 (50.48%),179.0 (9.03%),126.0 (6.35%),70.0 (3.53%),27.0 (1.36%),43.0 (2.17%),34.0 (1.71%),154.0 (7.77%),39.0 (1.97%),39.0 (1.97%),119.0 (6.0%),52.0 (2.62%),25.0 (1.26%),28.0 (1.41%),22.0 (1.11%),25.0 (1.26%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
ANDRON ALEXANYAN,17266,2025-01-14 11:40:21,3258,1142.0 (35.05%),149.0 (4.57%),95.0 (2.92%),474.0 (14.55%),126.0 (3.87%),76.0 (2.33%),453.0 (13.9%),68.0 (2.09%),308.0 (9.45%),46.0 (1.41%),87.0 (2.67%),31.0 (0.95%),20.0 (0.61%),37.0 (1.14%),115.0 (3.53%),31.0 (0.95%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
No Data No Growth | Pavel Bukhtik,17269,2025-01-14 11:03:21,4548,2258.0 (49.65%),485.0 (10.66%),101.0 (2.22%),323.0 (7.1%),86.0 (1.89%),65.0 (1.43%),90.0 (1.98%),493.0 (10.84%),193.0 (4.24%),149.0 (3.28%),41.0 (0.9%),28.0 (0.62%),36.0 (0.79%),26.0 (0.57%),71.0 (1.56%),103.0 (2.26%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Аналитика и growth mind-set,17268,2025-01-14 10:59:40,5712,2131.0 (37.31%),325.0 (5.69%),222.0 (3.89%),163.0 (2.85%),136.0 (2.38%),144.0 (2.52%),137.0 (2.4%),141.0 (2.47%),152.0 (2.66%),122.0 (2.14%),100.0 (1.75%),97.0 (1.7%),111.0 (1.94%),359.0 (6.29%),1201.0 (21.03%),171.0 (2.99%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17267,2025-01-14 10:36:23,9266,3996.0 (43.13%),1043.0 (11.26%),685.0 (7.39%),833.0 (8.99%),208.0 (2.24%),489.0 (5.28%),317.0 (3.42%),174.0 (1.88%),560.0 (6.04%),326.0 (3.52%),103.0 (1.11%),171.0 (1.85%),80.0 (0.86%),89.0 (0.96%),108.0 (1.17%),84.0 (0.91%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дашбордец,17271,2025-01-14 10:16:00,2492,826.0 (33.15%),87.0 (3.49%),76.0 (3.05%),51.0 (2.05%),38.0 (1.52%),40.0 (1.61%),47.0 (1.89%),557.0 (22.35%),82.0 (3.29%),188.0 (7.54%),60.0 (2.41%),46.0 (1.85%),38.0 (1.52%),178.0 (7.14%),74.0 (2.97%),104.0 (4.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17270,2025-01-14 10:03:02,15307,5760.0 (37.63%),2539.0 (16.59%),1610.0 (10.52%),834.0 (5.45%),990.0 (6.47%),1254.0 (8.19%),616.0 (4.02%),258.0 (1.69%),262.0 (1.71%),194.0 (1.27%),124.0 (0.81%),104.0 (0.68%),203.0 (1.33%),200.0 (1.31%),197.0 (1.29%),162.0 (1.06%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,17265,2025-01-14 06:08:54,6860,3102.0 (45.22%),654.0 (9.53%),380.0 (5.54%),323.0 (4.71%),323.0 (4.71%),122.0 (1.78%),292.0 (4.26%),416.0 (6.06%),121.0 (1.76%),75.0 (1.09%),183.0 (2.67%),58.0 (0.85%),48.0 (0.7%),178.0 (2.59%),158.0 (2.3%),427.0 (6.22%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Время Валеры,17263,2025-01-13 16:26:53,21323,7354.0 (34.49%),2814.0 (13.2%),359.0 (1.68%),4248.0 (19.92%),671.0 (3.15%),1218.0 (5.71%),279.0 (1.31%),1613.0 (7.56%),596.0 (2.8%),624.0 (2.93%),417.0 (1.96%),358.0 (1.68%),295.0 (1.38%),262.0 (1.23%),111.0 (0.52%),65.0 (0.3%),39.0 (0.18%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17262,2025-01-13 13:55:00,3750,1583.0 (42.21%),632.0 (16.85%),243.0 (6.48%),184.0 (4.91%),199.0 (5.31%),142.0 (3.79%),96.0 (2.56%),274.0 (7.31%),92.0 (2.45%),60.0 (1.6%),50.0 (1.33%),33.0 (0.88%),18.0 (0.48%),25.0 (0.67%),71.0 (1.89%),31.0 (0.83%),17.0 (0.45%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17243,2025-01-13 11:29:58,13639,3840.0 (28.15%),3862.0 (28.32%),3675.0 (26.94%),268.0 (1.96%),263.0 (1.93%),327.0 (2.4%),62.0 (0.45%),118.0 (0.87%),219.0 (1.61%),337.0 (2.47%),202.0 (1.48%),113.0 (0.83%),42.0 (0.31%),64.0 (0.47%),93.0 (0.68%),95.0 (0.7%),59.0 (0.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17252,2025-01-13 11:10:00,3084,1629.0 (52.82%),428.0 (13.88%),205.0 (6.65%),124.0 (4.02%),116.0 (3.76%),140.0 (4.54%),61.0 (1.98%),132.0 (4.28%),77.0 (2.5%),52.0 (1.69%),65.0 (2.11%),28.0 (0.91%),20.0 (0.65%),7.0 (0.23%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17259,2025-01-13 10:14:58,12463,5558.0 (44.6%),1612.0 (12.93%),1038.0 (8.33%),1045.0 (8.38%),455.0 (3.65%),504.0 (4.04%),442.0 (3.55%),384.0 (3.08%),181.0 (1.45%),191.0 (1.53%),213.0 (1.71%),81.0 (0.65%),112.0 (0.9%),208.0 (1.67%),149.0 (1.2%),181.0 (1.45%),109.0 (0.87%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17245,2025-01-13 10:12:29,6850,2760.0 (40.29%),1004.0 (14.66%),626.0 (9.14%),579.0 (8.45%),156.0 (2.28%),122.0 (1.78%),276.0 (4.03%),225.0 (3.28%),172.0 (2.51%),178.0 (2.6%),104.0 (1.52%),83.0 (1.21%),52.0 (0.76%),204.0 (2.98%),100.0 (1.46%),128.0 (1.87%),81.0 (1.18%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17244,2025-01-13 10:04:58,8542,3851.0 (45.08%),1149.0 (13.45%),544.0 (6.37%),911.0 (10.66%),470.0 (5.5%),131.0 (1.53%),365.0 (4.27%),222.0 (2.6%),137.0 (1.6%),90.0 (1.05%),139.0 (1.63%),105.0 (1.23%),111.0 (1.3%),76.0 (0.89%),75.0 (0.88%),64.0 (0.75%),102.0 (1.19%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
This is Data,17260,2025-01-13 09:37:45,1629,682.0 (41.87%),71.0 (4.36%),51.0 (3.13%),43.0 (2.64%),36.0 (2.21%),29.0 (1.78%),36.0 (2.21%),29.0 (1.78%),23.0 (1.41%),408.0 (25.05%),60.0 (3.68%),33.0 (2.03%),35.0 (2.15%),24.0 (1.47%),23.0 (1.41%),27.0 (1.66%),19.0 (1.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Noukash life,17261,2025-01-13 08:52:05,5475,2704.0 (49.39%),1117.0 (20.4%),350.0 (6.39%),343.0 (6.26%),571.0 (10.43%),142.0 (2.59%),62.0 (1.13%),69.0 (1.26%),117.0 (2.14%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17246,2025-01-13 08:33:01,10202,3333.0 (32.67%),355.0 (3.48%),966.0 (9.47%),1512.0 (14.82%),662.0 (6.49%),228.0 (2.23%),124.0 (1.22%),100.0 (0.98%),803.0 (7.87%),340.0 (3.33%),305.0 (2.99%),638.0 (6.25%),218.0 (2.14%),218.0 (2.14%),198.0 (1.94%),141.0 (1.38%),61.0 (0.6%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17241,2025-01-12 17:02:53,7212,2860.0 (39.66%),793.0 (11.0%),480.0 (6.66%),615.0 (8.53%),342.0 (4.74%),439.0 (6.09%),276.0 (3.83%),318.0 (4.41%),119.0 (1.65%),70.0 (0.97%),75.0 (1.04%),235.0 (3.26%),201.0 (2.79%),119.0 (1.65%),170.0 (2.36%),48.0 (0.67%),40.0 (0.55%),12.0 (0.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
настенька и графики,17242,2025-01-12 16:37:42,6546,3809.0 (58.19%),250.0 (3.82%),480.0 (7.33%),385.0 (5.88%),317.0 (4.84%),92.0 (1.41%),52.0 (0.79%),254.0 (3.88%),90.0 (1.37%),200.0 (3.06%),53.0 (0.81%),117.0 (1.79%),56.0 (0.86%),75.0 (1.15%),138.0 (2.11%),83.0 (1.27%),55.0 (0.84%),40.0 (0.61%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Инжиниринг Данных,17240,2025-01-12 12:49:33,11005,4024.0 (36.57%),420.0 (3.82%),271.0 (2.46%),1526.0 (13.87%),1008.0 (9.16%),407.0 (3.7%),141.0 (1.28%),127.0 (1.15%),86.0 (0.78%),798.0 (7.25%),292.0 (2.65%),707.0 (6.42%),479.0 (4.35%),114.0 (1.04%),278.0 (2.53%),156.0 (1.42%),113.0 (1.03%),58.0 (0.53%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17239,2025-01-12 10:52:32,16557,7662.0 (46.28%),1561.0 (9.43%),557.0 (3.36%),812.0 (4.9%),2028.0 (12.25%),649.0 (3.92%),536.0 (3.24%),523.0 (3.16%),462.0 (2.79%),174.0 (1.05%),202.0 (1.22%),187.0 (1.13%),84.0 (0.51%),120.0 (0.72%),525.0 (3.17%),188.0 (1.14%),207.0 (1.25%),80.0 (0.48%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Клуб анонимных аналитиков,17238,2025-01-11 17:43:33,7582,2367.0 (31.22%),551.0 (7.27%),944.0 (12.45%),342.0 (4.51%),879.0 (11.59%),452.0 (5.96%),247.0 (3.26%),106.0 (1.4%),115.0 (1.52%),322.0 (4.25%),76.0 (1.0%),60.0 (0.79%),96.0 (1.27%),43.0 (0.57%),42.0 (0.55%),77.0 (1.02%),89.0 (1.17%),615.0 (8.11%),159.0 (2.1%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17236,2025-01-11 15:15:00,4158,1499.0 (36.05%),703.0 (16.91%),347.0 (8.35%),331.0 (7.96%),149.0 (3.58%),298.0 (7.17%),102.0 (2.45%),125.0 (3.01%),77.0 (1.85%),128.0 (3.08%),79.0 (1.9%),75.0 (1.8%),58.0 (1.39%),34.0 (0.82%),25.0 (0.6%),24.0 (0.58%),61.0 (1.47%),27.0 (0.65%),16.0 (0.38%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17237,2025-01-11 12:15:00,3252,1770.0 (54.43%),521.0 (16.02%),195.0 (6.0%),211.0 (6.49%),225.0 (6.92%),144.0 (4.43%),73.0 (2.24%),83.0 (2.55%),30.0 (0.92%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Фичизм,17234,2025-01-11 11:12:31,8376,3658.0 (43.67%),541.0 (6.46%),952.0 (11.37%),659.0 (7.87%),434.0 (5.18%),400.0 (4.78%),246.0 (2.94%),71.0 (0.85%),486.0 (5.8%),182.0 (2.17%),106.0 (1.27%),78.0 (0.93%),141.0 (1.68%),48.0 (0.57%),96.0 (1.15%),67.0 (0.8%),70.0 (0.84%),62.0 (0.74%),79.0 (0.94%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17235,2025-01-11 10:46:15,16262,6935.0 (42.65%),2707.0 (16.65%),852.0 (5.24%),454.0 (2.79%),695.0 (4.27%),1897.0 (11.67%),400.0 (2.46%),378.0 (2.32%),355.0 (2.18%),350.0 (2.15%),141.0 (0.87%),133.0 (0.82%),188.0 (1.16%),76.0 (0.47%),138.0 (0.85%),133.0 (0.82%),173.0 (1.06%),161.0 (0.99%),96.0 (0.59%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17233,2025-01-11 10:36:14,14759,3922.0 (26.57%),401.0 (2.72%),8347.0 (56.56%),497.0 (3.37%),227.0 (1.54%),231.0 (1.57%),132.0 (0.89%),165.0 (1.12%),39.0 (0.26%),71.0 (0.48%),335.0 (2.27%),94.0 (0.64%),72.0 (0.49%),53.0 (0.36%),20.0 (0.14%),22.0 (0.15%),39.0 (0.26%),47.0 (0.32%),45.0 (0.3%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Чартомойка,17232,2025-01-10 22:39:54,6568,2088.0 (31.79%),248.0 (3.78%),267.0 (4.07%),153.0 (2.33%),101.0 (1.54%),93.0 (1.42%),63.0 (0.96%),47.0 (0.72%),1741.0 (26.51%),232.0 (3.53%),107.0 (1.63%),66.0 (1.0%),75.0 (1.14%),64.0 (0.97%),51.0 (0.78%),508.0 (7.73%),399.0 (6.07%),190.0 (2.89%),64.0 (0.97%),11.0 (0.17%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17231,2025-01-10 20:32:37,4851,2092.0 (43.13%),627.0 (12.93%),388.0 (8.0%),359.0 (7.4%),172.0 (3.55%),223.0 (4.6%),128.0 (2.64%),187.0 (3.85%),134.0 (2.76%),134.0 (2.76%),47.0 (0.97%),42.0 (0.87%),39.0 (0.8%),58.0 (1.2%),44.0 (0.91%),50.0 (1.03%),87.0 (1.79%),19.0 (0.39%),19.0 (0.39%),2.0 (0.04%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
LEFT JOIN,17223,2025-01-10 15:57:16,14378,3732.0 (25.96%),8612.0 (59.9%),322.0 (2.24%),346.0 (2.41%),302.0 (2.1%),142.0 (0.99%),70.0 (0.49%),89.0 (0.62%),299.0 (2.08%),64.0 (0.45%),46.0 (0.32%),122.0 (0.85%),63.0 (0.44%),34.0 (0.24%),25.0 (0.17%),11.0 (0.08%),10.0 (0.07%),34.0 (0.24%),38.0 (0.26%),17.0 (0.12%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17226,2025-01-10 15:30:01,4148,1519.0 (36.62%),697.0 (16.8%),283.0 (6.82%),146.0 (3.52%),173.0 (4.17%),277.0 (6.68%),115.0 (2.77%),104.0 (2.51%),176.0 (4.24%),112.0 (2.7%),123.0 (2.97%),70.0 (1.69%),68.0 (1.64%),65.0 (1.57%),62.0 (1.49%),43.0 (1.04%),24.0 (0.58%),50.0 (1.21%),23.0 (0.55%),18.0 (0.43%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
No Data No Growth | Pavel Bukhtik,17224,2025-01-10 15:27:32,5149,1984.0 (38.53%),252.0 (4.89%),180.0 (3.5%),912.0 (17.71%),593.0 (11.52%),315.0 (6.12%),139.0 (2.7%),78.0 (1.51%),56.0 (1.09%),46.0 (0.89%),97.0 (1.88%),110.0 (2.14%),76.0 (1.48%),82.0 (1.59%),22.0 (0.43%),27.0 (0.52%),26.0 (0.5%),22.0 (0.43%),67.0 (1.3%),65.0 (1.26%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Чартомойка,17228,2025-01-10 14:48:55,5836,2346.0 (40.2%),246.0 (4.22%),152.0 (2.6%),169.0 (2.9%),119.0 (2.04%),96.0 (1.64%),78.0 (1.34%),50.0 (0.86%),916.0 (15.7%),262.0 (4.49%),89.0 (1.53%),62.0 (1.06%),48.0 (0.82%),52.0 (0.89%),45.0 (0.77%),40.0 (0.69%),637.0 (10.92%),265.0 (4.54%),126.0 (2.16%),38.0 (0.65%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17225,2025-01-10 14:34:01,4161,1291.0 (31.03%),170.0 (4.09%),168.0 (4.04%),142.0 (3.41%),1071.0 (25.74%),100.0 (2.4%),145.0 (3.48%),103.0 (2.48%),314.0 (7.55%),72.0 (1.73%),125.0 (3.0%),98.0 (2.36%),44.0 (1.06%),181.0 (4.35%),27.0 (0.65%),24.0 (0.58%),31.0 (0.75%),22.0 (0.53%),24.0 (0.58%),9.0 (0.22%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Дизраптор,17227,2025-01-10 14:18:48,15825,7327.0 (46.3%),1847.0 (11.67%),1213.0 (7.67%),761.0 (4.81%),524.0 (3.31%),1301.0 (8.22%),570.0 (3.6%),320.0 (2.02%),260.0 (1.64%),308.0 (1.95%),281.0 (1.78%),110.0 (0.7%),133.0 (0.84%),165.0 (1.04%),100.0 (0.63%),106.0 (0.67%),127.0 (0.8%),187.0 (1.18%),143.0 (0.9%),42.0 (0.27%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
Data Science. SQL hub,17221,2025-01-10 14:01:40,6836,3109.0 (45.48%),473.0 (6.92%),478.0 (6.99%),291.0 (4.26%),303.0 (4.43%),170.0 (2.49%),228.0 (3.34%),79.0 (1.16%),416.0 (6.09%),177.0 (2.59%),114.0 (1.67%),57.0 (0.83%),39.0 (0.57%),44.0 (0.64%),108.0 (1.58%),51.0 (0.75%),437.0 (6.39%),146.0 (2.14%),70.0 (1.02%),46.0 (0.67%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17217,2025-01-10 13:16:21,3469,1429.0 (41.19%),129.0 (3.72%),108.0 (3.11%),93.0 (2.68%),774.0 (22.31%),79.0 (2.28%),88.0 (2.54%),72.0 (2.08%),143.0 (4.12%),41.0 (1.18%),155.0 (4.47%),129.0 (3.72%),49.0 (1.41%),83.0 (2.39%),22.0 (0.63%),16.0 (0.46%),11.0 (0.32%),21.0 (0.61%),18.0 (0.52%),9.0 (0.26%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
"Секреты аналитики | Data Science, BI, Tableau",17219,2025-01-10 13:16:16,3539,1985.0 (56.09%),513.0 (14.5%),252.0 (7.12%),132.0 (3.73%),270.0 (7.63%),113.0 (3.19%),115.0 (3.25%),56.0 (1.58%),74.0 (2.09%),29.0 (0.82%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
data.csv,17218,2025-01-10 13:13:43,3027,1374.0 (45.39%),119.0 (3.93%),90.0 (2.97%),84.0 (2.78%),514.0 (16.98%),71.0 (2.35%),145.0 (4.79%),98.0 (3.24%),202.0 (6.67%),36.0 (1.19%),67.0 (2.21%),64.0 (2.11%),29.0 (0.96%),57.0 (1.88%),16.0 (0.53%),13.0 (0.43%),11.0 (0.36%),14.0 (0.46%),15.0 (0.5%),8.0 (0.26%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%),0.0 (0.0%)
